job_id,job_title,company,sector,location,domain,experience_level,required_skills,preferred_skills,tools_technologies,salary_range,job_description,responsibilities,qualifications
JOB-2397,Junior Android Developer,OmniCommerce Platforms,E-Commerce / SaaS,"Denver, CO",Mobile Application Development,Junior,"Flutter, Mobile UI Design, Git, Figma, Fastlane, Firebase, Technical Writing","Jetpack Compose, Room Database, SwiftUI, Android Studio, Postman","Figma, Fastlane, Firebase, Android Studio, Postman","$85,000 - $115,000","OmniCommerce Platforms is seeking a motivated Junior Android Developer to join our E-Commerce / SaaS engineering team in Denver, CO. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Flutter, Mobile UI Design, Git, Figma, Fastlane, Firebase, Technical Writing. Preferred qualifications and bonus skills: Jetpack Compose, Room Database, SwiftUI, Android Studio, Postman. Key tools and environments: Figma, Fastlane, Firebase, Android Studio, Postman.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Figma, Fastlane, Firebase, Android Studio, Postman for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Flutter, Mobile UI Design, Git, Figma.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, Room Database, SwiftUI is a strong plus."
JOB-2398,Associate Deep Learning Specialist,DataSphere Analytics,Big Data & Analytics,"Austin, TX",AI & Machine Learning,Entry-Level,"Data Analysis, Statistics, NumPy, FastAPI, Communication","Computer Vision, LangChain, MLOps, CUDA","FastAPI, CUDA","$70,000 - $95,000","DataSphere Analytics is seeking a motivated Associate Deep Learning Specialist to join our Big Data & Analytics engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Data Analysis, Statistics, NumPy, FastAPI, Communication. Preferred qualifications and bonus skills: Computer Vision, LangChain, MLOps, CUDA. Key tools and environments: FastAPI, CUDA.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as FastAPI, CUDA for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Data Analysis, Statistics, NumPy, FastAPI.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Computer Vision, LangChain, MLOps is a strong plus."
JOB-2399,Junior Android Developer,StreamLine Interactive,Digital Media & Gaming,"Los Angeles, CA",Mobile Application Development,Junior,"Dart, Kotlin, React Native, Mobile UI Design, CocoaPods, Communication, Presentation Skills","CoreData, Room Database, Figma, Android Studio","CocoaPods, Figma, Android Studio","$85,000 - $115,000","StreamLine Interactive is seeking a motivated Junior Android Developer to join our Digital Media & Gaming engineering team in Los Angeles, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Dart, Kotlin, React Native, Mobile UI Design, CocoaPods, Communication, Presentation Skills. Preferred qualifications and bonus skills: CoreData, Room Database, Figma, Android Studio. Key tools and environments: CocoaPods, Figma, Android Studio.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as CocoaPods, Figma, Android Studio for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Dart, Kotlin, React Native, Mobile UI Design.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with CoreData, Room Database, Figma is a strong plus."
JOB-2400,Junior Data Analyst,DataSphere Analytics,Big Data & Analytics,"Austin, TX",Business Intelligence & Analytics,Junior,"Business Metrics, Tableau, Statistics, SQL, Mixpanel, Looker, HubSpot, Critical Thinking, Problem Solving","Predictive Analytics, ETL Basics, Power BI Service, Jupyter","Mixpanel, Looker, HubSpot, Power BI Service, Jupyter","$85,000 - $115,000","DataSphere Analytics is seeking a motivated Junior Data Analyst to join our Big Data & Analytics engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Business Metrics, Tableau, Statistics, SQL, Mixpanel, Looker, HubSpot, Critical Thinking, Problem Solving. Preferred qualifications and bonus skills: Predictive Analytics, ETL Basics, Power BI Service, Jupyter. Key tools and environments: Mixpanel, Looker, HubSpot, Power BI Service, Jupyter.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Mixpanel, Looker, HubSpot, Power BI Service, Jupyter for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Business Metrics, Tableau, Statistics, SQL.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Predictive Analytics, ETL Basics, Power BI Service is a strong plus."
JOB-2401,Junior Cloud Infrastructure Engineer,Apex Cloud Systems,Cloud Infrastructure,"San Francisco, CA",Cloud Architecture & DevOps,Junior,"Kubernetes, Docker, CI/CD, GitLab CI, Nginx, Jenkins, Code Documentation, Adaptability","Helm, Prometheus, Datadog, ArgoCD","GitLab CI, Nginx, Jenkins, Datadog, ArgoCD","$85,000 - $115,000","Apex Cloud Systems is seeking a motivated Junior Cloud Infrastructure Engineer to join our Cloud Infrastructure engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cloud Architecture & DevOps. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Kubernetes, Docker, CI/CD, GitLab CI, Nginx, Jenkins, Code Documentation, Adaptability. Preferred qualifications and bonus skills: Helm, Prometheus, Datadog, ArgoCD. Key tools and environments: GitLab CI, Nginx, Jenkins, Datadog, ArgoCD.","1. Design, test, and implement features aligned with Cloud Architecture & DevOps architecture standards.
2. Utilize tools such as GitLab CI, Nginx, Jenkins, Datadog, ArgoCD for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Kubernetes, Docker, CI/CD, GitLab CI.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Helm, Prometheus, Datadog is a strong plus."
JOB-2402,Junior Backend Developer,RoboMotion Dynamics,Robotics & IoT,"Detroit, MI",Full Stack Web Development,Junior,"React, Git, Express.js, Vite, Problem Solving, Agile & Scrum","Tailwind CSS, WebSockets, Redis","Vite, Redis","$85,000 - $115,000","RoboMotion Dynamics is seeking a motivated Junior Backend Developer to join our Robotics & IoT engineering team in Detroit, MI. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: React, Git, Express.js, Vite, Problem Solving, Agile & Scrum. Preferred qualifications and bonus skills: Tailwind CSS, WebSockets, Redis. Key tools and environments: Vite, Redis.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Vite, Redis for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with React, Git, Express.js, Vite.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Tailwind CSS, WebSockets, Redis is a strong plus."
JOB-2403,Associate iOS Engineer,OmniCommerce Platforms,E-Commerce / SaaS,"Denver, CO",Mobile Application Development,Entry-Level,"REST APIs, Dart, Git, CocoaPods, Xcode, Postman, Code Documentation","Jetpack Compose, Push Notifications, Figma, Fastlane","CocoaPods, Xcode, Postman, Figma, Fastlane","$70,000 - $95,000","OmniCommerce Platforms is seeking a motivated Associate iOS Engineer to join our E-Commerce / SaaS engineering team in Denver, CO. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: REST APIs, Dart, Git, CocoaPods, Xcode, Postman, Code Documentation. Preferred qualifications and bonus skills: Jetpack Compose, Push Notifications, Figma, Fastlane. Key tools and environments: CocoaPods, Xcode, Postman, Figma, Fastlane.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as CocoaPods, Xcode, Postman, Figma, Fastlane for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with REST APIs, Dart, Git, CocoaPods.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, Push Notifications, Figma is a strong plus."
JOB-2404,Junior Data Platform Engineer,QuantumScale Labs,Enterprise Software,"Toronto, ON",Data Engineering & Big Data,Junior,"Linux, ETL, Data Pipelines, Python, Data Warehousing, Docker, MinIO, AWS S3, Problem Solving, Agile & Scrum","Hadoop, BigQuery, Apache Spark, Data Modeling, PostgreSQL","Docker, MinIO, AWS S3, PostgreSQL","$85,000 - $115,000","QuantumScale Labs is seeking a motivated Junior Data Platform Engineer to join our Enterprise Software engineering team in Toronto, ON. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Linux, ETL, Data Pipelines, Python, Data Warehousing, Docker, MinIO, AWS S3, Problem Solving, Agile & Scrum. Preferred qualifications and bonus skills: Hadoop, BigQuery, Apache Spark, Data Modeling, PostgreSQL. Key tools and environments: Docker, MinIO, AWS S3, PostgreSQL.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Docker, MinIO, AWS S3, PostgreSQL for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Linux, ETL, Data Pipelines, Python.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Hadoop, BigQuery, Apache Spark is a strong plus."
JOB-2405,Associate Flutter Developer,NovaPay Financial,Fintech,"San Francisco, CA",Mobile Application Development,Entry-Level,"State Management, Swift, React Native, Fastlane, Communication, Presentation Skills","Push Notifications, CoreData, Postman, CocoaPods","Fastlane, Postman, CocoaPods","$70,000 - $95,000","NovaPay Financial is seeking a motivated Associate Flutter Developer to join our Fintech engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: State Management, Swift, React Native, Fastlane, Communication, Presentation Skills. Preferred qualifications and bonus skills: Push Notifications, CoreData, Postman, CocoaPods. Key tools and environments: Fastlane, Postman, CocoaPods.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Fastlane, Postman, CocoaPods for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with State Management, Swift, React Native, Fastlane.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Push Notifications, CoreData, Postman is a strong plus."
JOB-2406,Junior Software Engineer - Web,PulseHealth Technologies,HealthTech,Remote,Full Stack Web Development,Junior,"HTML5, Node.js, TypeScript, Vite, Adaptability, Presentation Skills","WebSockets, Tailwind CSS, Next.js, VS Code","Vite, VS Code","$85,000 - $115,000","PulseHealth Technologies is seeking a motivated Junior Software Engineer - Web to join our HealthTech engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: HTML5, Node.js, TypeScript, Vite, Adaptability, Presentation Skills. Preferred qualifications and bonus skills: WebSockets, Tailwind CSS, Next.js, VS Code. Key tools and environments: Vite, VS Code.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Vite, VS Code for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with HTML5, Node.js, TypeScript, Vite.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with WebSockets, Tailwind CSS, Next.js is a strong plus."
JOB-2407,Associate Flutter Developer,Apex Cloud Systems,Cloud Infrastructure,Remote,Mobile Application Development,Entry-Level,"Git, REST APIs, Swift, Dart, Postman, Android Studio, Figma, Adaptability, Problem Solving","Jetpack Compose, App Store Deployment, Firebase, Xcode","Postman, Android Studio, Figma, Firebase, Xcode","$70,000 - $95,000","Apex Cloud Systems is seeking a motivated Associate Flutter Developer to join our Cloud Infrastructure engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Git, REST APIs, Swift, Dart, Postman, Android Studio, Figma, Adaptability, Problem Solving. Preferred qualifications and bonus skills: Jetpack Compose, App Store Deployment, Firebase, Xcode. Key tools and environments: Postman, Android Studio, Figma, Firebase, Xcode.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Postman, Android Studio, Figma, Firebase, Xcode for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Git, REST APIs, Swift, Dart.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, App Store Deployment, Firebase is a strong plus."
JOB-2408,Associate Mobile App Developer,CipherShield Cybersecurity,Cybersecurity,"Dallas, TX",Mobile Application Development,Entry-Level,"React Native, Swift, Git, CocoaPods, Xcode, Problem Solving","Jetpack Compose, Push Notifications, Room Database, Android Studio","CocoaPods, Xcode, Android Studio","$70,000 - $95,000","CipherShield Cybersecurity is seeking a motivated Associate Mobile App Developer to join our Cybersecurity engineering team in Dallas, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: React Native, Swift, Git, CocoaPods, Xcode, Problem Solving. Preferred qualifications and bonus skills: Jetpack Compose, Push Notifications, Room Database, Android Studio. Key tools and environments: CocoaPods, Xcode, Android Studio.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as CocoaPods, Xcode, Android Studio for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with React Native, Swift, Git, CocoaPods.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, Push Notifications, Room Database is a strong plus."
JOB-2409,Associate Data Analyst,StreamLine Interactive,Digital Media & Gaming,"Vancouver, BC",Business Intelligence & Analytics,Entry-Level,"Statistics, Business Metrics, SQL, Tableau, Tableau Desktop, Power BI Service, Looker, Communication","A/B Testing, Cohort Analysis, Google Analytics 4, ETL Basics, Jupyter","Tableau Desktop, Power BI Service, Looker, Jupyter","$70,000 - $95,000","StreamLine Interactive is seeking a motivated Associate Data Analyst to join our Digital Media & Gaming engineering team in Vancouver, BC. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Statistics, Business Metrics, SQL, Tableau, Tableau Desktop, Power BI Service, Looker, Communication. Preferred qualifications and bonus skills: A/B Testing, Cohort Analysis, Google Analytics 4, ETL Basics, Jupyter. Key tools and environments: Tableau Desktop, Power BI Service, Looker, Jupyter.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Tableau Desktop, Power BI Service, Looker, Jupyter for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Statistics, Business Metrics, SQL, Tableau.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with A/B Testing, Cohort Analysis, Google Analytics 4 is a strong plus."
JOB-2410,Associate Business Intelligence Analyst,Apex Cloud Systems,Cloud Infrastructure,"San Francisco, CA",Business Intelligence & Analytics,Entry-Level,"Business Metrics, Statistics, Excel & Spreadsheets, Metabase, HubSpot, Tableau Desktop, Agile & Scrum, Presentation Skills","A/B Testing, Python for Analytics, Cohort Analysis, Power BI Service","Metabase, HubSpot, Tableau Desktop, Power BI Service","$70,000 - $95,000","Apex Cloud Systems is seeking a motivated Associate Business Intelligence Analyst to join our Cloud Infrastructure engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Business Metrics, Statistics, Excel & Spreadsheets, Metabase, HubSpot, Tableau Desktop, Agile & Scrum, Presentation Skills. Preferred qualifications and bonus skills: A/B Testing, Python for Analytics, Cohort Analysis, Power BI Service. Key tools and environments: Metabase, HubSpot, Tableau Desktop, Power BI Service.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Metabase, HubSpot, Tableau Desktop, Power BI Service for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Business Metrics, Statistics, Excel & Spreadsheets, Metabase.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with A/B Testing, Python for Analytics, Cohort Analysis is a strong plus."
JOB-2411,Associate Product Analyst,OmniCommerce Platforms,E-Commerce / SaaS,"Denver, CO",Business Intelligence & Analytics,Entry-Level,"Power BI, Excel & Spreadsheets, Exploratory Data Analysis, Jupyter, Tableau Desktop, Mixpanel, Code Documentation, Communication","Cohort Analysis, A/B Testing, Looker","Jupyter, Tableau Desktop, Mixpanel, Looker","$70,000 - $95,000","OmniCommerce Platforms is seeking a motivated Associate Product Analyst to join our E-Commerce / SaaS engineering team in Denver, CO. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Power BI, Excel & Spreadsheets, Exploratory Data Analysis, Jupyter, Tableau Desktop, Mixpanel, Code Documentation, Communication. Preferred qualifications and bonus skills: Cohort Analysis, A/B Testing, Looker. Key tools and environments: Jupyter, Tableau Desktop, Mixpanel, Looker.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Jupyter, Tableau Desktop, Mixpanel, Looker for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Power BI, Excel & Spreadsheets, Exploratory Data Analysis, Jupyter.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Cohort Analysis, A/B Testing, Looker is a strong plus."
JOB-2412,Flutter Developer,Apex Cloud Systems,Cloud Infrastructure,"San Francisco, CA",Mobile Application Development,Mid-Level,"Kotlin, State Management, Mobile UI Design, Flutter, Dart, CocoaPods, Xcode, Critical Thinking","SwiftUI, Offline Sync, Performance Optimization, App Store Deployment, Postman","CocoaPods, Xcode, Postman","$110,000 - $145,000","Apex Cloud Systems is seeking a motivated Flutter Developer to join our Cloud Infrastructure engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Kotlin, State Management, Mobile UI Design, Flutter, Dart, CocoaPods, Xcode, Critical Thinking. Preferred qualifications and bonus skills: SwiftUI, Offline Sync, Performance Optimization, App Store Deployment, Postman. Key tools and environments: CocoaPods, Xcode, Postman.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as CocoaPods, Xcode, Postman for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Kotlin, State Management, Mobile UI Design, Flutter.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with SwiftUI, Offline Sync, Performance Optimization is a strong plus."
JOB-2413,Junior Flutter Developer,CipherShield Cybersecurity,Cybersecurity,"Washington, DC",Mobile Application Development,Junior,"Kotlin, Mobile UI Design, Flutter, CocoaPods, Android Studio, Xcode, Communication","Push Notifications, CoreData, Room Database, Offline Sync, Postman, Gradle","CocoaPods, Android Studio, Xcode, Postman, Gradle","$85,000 - $115,000","CipherShield Cybersecurity is seeking a motivated Junior Flutter Developer to join our Cybersecurity engineering team in Washington, DC. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Kotlin, Mobile UI Design, Flutter, CocoaPods, Android Studio, Xcode, Communication. Preferred qualifications and bonus skills: Push Notifications, CoreData, Room Database, Offline Sync, Postman, Gradle. Key tools and environments: CocoaPods, Android Studio, Xcode, Postman, Gradle.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as CocoaPods, Android Studio, Xcode, Postman, Gradle for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Kotlin, Mobile UI Design, Flutter, CocoaPods.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Push Notifications, CoreData, Room Database is a strong plus."
JOB-2414,Associate iOS Engineer,DataSphere Analytics,Big Data & Analytics,Remote,Mobile Application Development,Entry-Level,"Git, REST APIs, State Management, Dart, Flutter, CocoaPods, Postman, Team Collaboration","SwiftUI, App Store Deployment, Xcode, Fastlane","CocoaPods, Postman, Xcode, Fastlane","$70,000 - $95,000","DataSphere Analytics is seeking a motivated Associate iOS Engineer to join our Big Data & Analytics engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Git, REST APIs, State Management, Dart, Flutter, CocoaPods, Postman, Team Collaboration. Preferred qualifications and bonus skills: SwiftUI, App Store Deployment, Xcode, Fastlane. Key tools and environments: CocoaPods, Postman, Xcode, Fastlane.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as CocoaPods, Postman, Xcode, Fastlane for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Git, REST APIs, State Management, Dart.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with SwiftUI, App Store Deployment, Xcode is a strong plus."
JOB-2415,IoT Systems Engineer,RoboMotion Dynamics,Robotics & IoT,"Sunnyvale, CA",Embedded Systems & IoT,Mid-Level,"UART/SPI/I2C Protocols, C++, Embedded C, RTOS, Raspberry Pi, Critical Thinking, Time Management","BLE / Zigbee, MQTT, ARM Architecture, PCB Basics, Logic Analyzer, PlatformIO","Raspberry Pi, Logic Analyzer, PlatformIO","$110,000 - $145,000","RoboMotion Dynamics is seeking a motivated IoT Systems Engineer to join our Robotics & IoT engineering team in Sunnyvale, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: UART/SPI/I2C Protocols, C++, Embedded C, RTOS, Raspberry Pi, Critical Thinking, Time Management. Preferred qualifications and bonus skills: BLE / Zigbee, MQTT, ARM Architecture, PCB Basics, Logic Analyzer, PlatformIO. Key tools and environments: Raspberry Pi, Logic Analyzer, PlatformIO.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as Raspberry Pi, Logic Analyzer, PlatformIO for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with UART/SPI/I2C Protocols, C++, Embedded C, RTOS.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with BLE / Zigbee, MQTT, ARM Architecture is a strong plus."
